List-ID,image_score,n_ratings,Strassenname,Name
318,3.5454545454545454,11,Sinner_Weg_60439,Sinner_Weg_60439.jpeg
319,2.3636363636363638,11,Sandhofstrasse_60528,Sandhofstrasse_60528.jpeg
320,3.875,16,Am_Rebenborn_60388,Am_Rebenborn_60388.jpeg
321,3.3636363636363638,11,Carl-von-Noorden-Platz_60596,Carl-von-Noorden-Platz_60596.jpeg
322,3.5454545454545454,11,Mainluststrasse_60329,Mainluststrasse_60329.jpeg
323,3.357142857142857,14,Landvogtstrasse_60320,Landvogtstrasse_60320.jpeg
324,3.4285714285714284,14,Martin-Weber-Platz_60385,Martin-Weber-Platz_60385.jpeg
325,2.8421052631578947,19,Pfingstbrunnenstrasse_60486,Pfingstbrunnenstrasse_60486.jpeg
326,3.0588235294117645,17,Marienstrasse_60329,Marienstrasse_60329.jpeg
327,3.08,25,Koenigswarterstrasse_60316,Koenigswarterstrasse_60316.jpeg
328,3.6,15,Lia-Woehr-Platz_60327,Lia-Woehr-Platz_60327.jpeg
329,2.7142857142857144,21,An_der_Bitz_60488,An_der_Bitz_60488.jpeg
330,3.8,20,Stegerwaldstrasse_65929,Stegerwaldstrasse_65929.jpeg
331,3.2857142857142856,14,Deutschherrnbruecke_60594,Deutschherrnbruecke_60594.jpeg
332,2.9166666666666665,12,Eiserner_Steg_60594,Eiserner_Steg_60594.jpeg
333,2.909090909090909,11,Giessener_Strasse_60435,Giessener_Strasse_60435.jpeg
334,3.142857142857143,14,Herzogstrasse_60528,Herzogstrasse_60528.jpeg
335,3.642857142857143,14,Ossietzkystrasse_60598,Ossietzkystrasse_60598.jpeg
336,2.0,14,Camberger_Strasse_60327,Camberger_Strasse_60327.jpeg
337,3.5,16,Max-Hirsch-Strasse_60386,Max-Hirsch-Strasse_60386.jpeg
338,2.6,15,Hermann-Brill-Strasse_65931,Hermann-Brill-Strasse_65931.jpeg
339,3.1538461538461537,13,Laerchenstrasse_65933,Laerchenstrasse_65933.jpeg
340,3.3333333333333335,15,Birkenweg_60486,Birkenweg_60486.jpeg
341,3.0,15,Alt-Zeilsheim_65931,Alt-Zeilsheim_65931.jpeg
342,2.076923076923077,13,Offenbacher_Landstrasse_60599,Offenbacher_Landstrasse_60599.jpeg
343,3.5555555555555554,18,Praechterstrasse_60431,Praechterstrasse_60431.jpeg
344,3.3684210526315788,19,Jaspertstrasse_60435,Jaspertstrasse_60435.jpeg
345,3.7777777777777777,18,Ilkenhansstrasse_60433,Ilkenhansstrasse_60433.jpeg
346,3.230769230769231,13,Fritzlarer_Strasse_60487,Fritzlarer_Strasse_60487.jpeg
347,3.0,13,Vogelweidstrasse_60596,Vogelweidstrasse_60596.jpeg
348,2.4615384615384617,13,Heinrich-Lanz-Allee_60437,Heinrich-Lanz-Allee_60437.jpeg
349,2.8421052631578947,19,Ferdinand-Schrey-Weg_60598,Ferdinand-Schrey-Weg_60598.jpeg
350,3.142857142857143,14,Wed_65929,Wed_65929.jpeg
351,4.0,13,Unterlindau_60323,Unterlindau_60323.jpeg
352,3.2,15,Eschersheimer_Landstrasse_60322,Eschersheimer_Landstrasse_60322.jpeg
353,1.8333333333333333,12,Manskopfstrasse_60486,Manskopfstrasse_60486.jpeg
354,3.909090909090909,11,Am_Seckbacher_Preul_60389,Am_Seckbacher_Preul_60389.jpeg
355,3.066666666666667,15,Kandelstrasse_60528,Kandelstrasse_60528.jpeg
356,3.5,10,Am_Weidenbaum_65933,Am_Weidenbaum_65933.jpeg
357,3.5833333333333335,12,Baseler_Strasse_60329,Baseler_Strasse_60329.jpeg
358,3.823529411764706,17,Schottener_Strasse_60435,Schottener_Strasse_60435.jpeg
359,3.2222222222222223,9,An_der_Rosenkranzkirche_60389,An_der_Rosenkranzkirche_60389.jpeg
360,3.4615384615384617,13,Loreleistrasse_65929,Loreleistrasse_65929.jpeg
361,3.25,16,Hofeckweg_60320,Hofeckweg_60320.jpeg
362,3.1176470588235294,17,Rechneigrabenstrasse_60311,Rechneigrabenstrasse_60311.jpeg
363,3.375,16,Martin-Elsaesser-Weg_60314,Martin-Elsaesser-Weg_60314.jpeg
364,2.3333333333333335,12,Muehlwehrstrasse_60488,Muehlwehrstrasse_60488.jpeg
365,3.5,18,Iselinstrasse_60386,Iselinstrasse_60386.jpeg
366,2.625,24,An_der_alten_Ziegelei_60437,An_der_alten_Ziegelei_60437.jpeg
367,3.5,14,Wendelsplatz_60598,Wendelsplatz_60598.jpeg
368,3.466666666666667,15,Am_Eschbachtal_60437,Am_Eschbachtal_60437.jpeg
369,2.130434782608696,23,Alter_Gerichtsplatz_60438,Alter_Gerichtsplatz_60438.jpeg
370,2.875,16,Zeppelinpark_60486,Zeppelinpark_60486.jpeg
371,2.888888888888889,18,Haenggasse_60529,Haenggasse_60529.jpeg
372,3.1666666666666665,12,Metzstrasse_60487,Metzstrasse_60487.jpeg
373,3.0,15,Hohenstaufenstrasse_60327,Hohenstaufenstrasse_60327.jpeg
374,2.4,5,Heidelbachstrasse_60385,Heidelbachstrasse_60385.jpeg
375,2.8461538461538463,13,Woersdorfer_Strasse_60326,Woersdorfer_Strasse_60326.jpeg
376,2.5238095238095237,21,Paquetstrasse_60431,Paquetstrasse_60431.jpeg
377,3.1875,16,Im_Fueldchen_60489,Im_Fueldchen_60489.jpeg
378,3.4444444444444446,18,Okrifteler_Strasse_65931,Okrifteler_Strasse_65931.jpeg
379,2.823529411764706,17,Schaefers_Gaerten_60431,Schaefers_Gaerten_60431.jpeg
380,3.5,18,Weiherstrasse_60314,Weiherstrasse_60314.jpeg
381,2.8421052631578947,19,Alte_Rothofstrasse_60313,Alte_Rothofstrasse_60313.jpeg
382,4.133333333333334,15,Braunschweiger_Weg_65931,Braunschweiger_Weg_65931.jpeg
383,3.1875,16,Koernerstrasse_60322,Koernerstrasse_60322.jpeg
384,2.1875,16,In_den_Schafgaerten_60437,In_den_Schafgaerten_60437.jpeg
385,3.0,19,Kniebisstrasse_60528,Kniebisstrasse_60528.jpeg
386,3.1176470588235294,17,Wilhelmshoeher_Strasse_60389,Wilhelmshoeher_Strasse_60389.jpeg
387,2.3333333333333335,15,Am_Wingert_60437,Am_Wingert_60437.jpeg
388,3.619047619047619,21,Wilhelm-Roser-Weg_65929,Wilhelm-Roser-Weg_65929.jpeg
389,3.3333333333333335,12,Dalbergstrasse_65929,Dalbergstrasse_65929.jpeg
390,3.3529411764705883,17,August-Schanz-Strasse_60433,August-Schanz-Strasse_60433.jpeg
391,3.466666666666667,15,Ludwigsburger_Weg_65931,Ludwigsburger_Weg_65931.jpeg
392,3.611111111111111,18,Schadowstrasse_60596,Schadowstrasse_60596.jpeg
393,2.466666666666667,15,Porzellanhofstrasse_60313,Porzellanhofstrasse_60313.jpeg
394,3.125,16,Strassheimstrasse_60596,Strassheimstrasse_60596.jpeg
395,2.789473684210526,19,Steinkleestrasse_60435,Steinkleestrasse_60435.jpeg
396,3.0714285714285716,14,Florianweg_60388,Florianweg_60388.jpeg
397,3.888888888888889,9,Am_Sandberg_60599,Am_Sandberg_60599.jpeg
398,3.0,12,Basaltstrasse_60487,Basaltstrasse_60487.jpeg
399,3.769230769230769,13,Unterer_Kalbacher_Weg_60437,Unterer_Kalbacher_Weg_60437.jpeg
400,3.8947368421052633,19,Klingenweg_60388,Klingenweg_60388.jpeg
401,3.4,15,Zillestrasse_60488,Zillestrasse_60488.jpeg
402,3.2857142857142856,14,Osthafenplatz_60314,Osthafenplatz_60314.jpeg
403,3.5454545454545454,11,Bruchfeldplatz_60528,Bruchfeldplatz_60528.jpeg
404,2.4,10,Gerbermuehlstrasse_60599,Gerbermuehlstrasse_60599.jpeg
405,2.8,15,Christiane-Vulpius-Strasse_60438,Christiane-Vulpius-Strasse_60438.jpeg
406,3.0,17,Reuterweg_60323,Reuterweg_60323.jpeg
407,3.5454545454545454,11,Oeserstrasse_65934,Oeserstrasse_65934.jpeg
408,2.076923076923077,13,Kleine_Brueckenstrasse_60594,Kleine_Brueckenstrasse_60594.jpeg
409,3.0,24,Dietrich-Bonhoeffer-Weg_60389,Dietrich-Bonhoeffer-Weg_60389.jpeg
410,3.7857142857142856,14,Im_Doerner_60388,Im_Doerner_60388.jpeg
411,3.4761904761904763,21,Frauensteinstrasse_60322,Frauensteinstrasse_60322.jpeg
412,3.3333333333333335,6,Boehmerstrasse_60322,Boehmerstrasse_60322.jpeg
413,4.3076923076923075,13,Am_Steinberg_60437,Am_Steinberg_60437.jpeg
414,2.6875,16,Zentmarkweg_60489,Zentmarkweg_60489.jpeg
415,3.1666666666666665,12,Ambronenpfad_65929,Ambronenpfad_65929.jpeg
416,3.764705882352941,17,Brommstrasse_60320,Brommstrasse_60320.jpeg
417,3.25,16,Max-Quarck-Strasse_60596,Max-Quarck-Strasse_60596.jpeg
418,3.4615384615384617,13,Merianplatz_60316,Merianplatz_60316.jpeg
419,3.411764705882353,17,Cretzschmarstrasse_60487,Cretzschmarstrasse_60487.jpeg
420,3.3333333333333335,12,Elisabethenplatz_60486,Elisabethenplatz_60486.jpeg
421,4.1,10,Treisberger_Strasse_60439,Treisberger_Strasse_60439.jpeg
422,3.357142857142857,14,Ludwig-Scriba-Strasse_65929,Ludwig-Scriba-Strasse_65929.jpeg
423,3.357142857142857,14,Melemstrasse_60322,Melemstrasse_60322.jpeg
424,3.4210526315789473,19,Beunestrasse_65934,Beunestrasse_65934.jpeg
425,3.25,8,Bolongarostrasse_65929,Bolongarostrasse_65929.jpeg
426,3.769230769230769,13,Marschnerstrasse_60318,Marschnerstrasse_60318.jpeg
427,2.8666666666666667,15,Zehntgasse_60529,Zehntgasse_60529.jpeg
428,3.388888888888889,18,Weserstrasse_60329,Weserstrasse_60329.jpeg
429,2.1176470588235294,17,Floersheimer_Strasse_60326,Floersheimer_Strasse_60326.jpeg
430,2.5625,16,Sondershausenstrasse_60326,Sondershausenstrasse_60326.jpeg
431,3.5,14,Kiebitzpfad_65933,Kiebitzpfad_65933.jpeg
432,4.2,15,Zum_Erlengrund_60437,Zum_Erlengrund_60437.jpeg
433,3.2142857142857144,14,Saarbruecker_Strasse_60529,Saarbruecker_Strasse_60529.jpeg
434,2.857142857142857,14,Grosse_Bockenheimer_Strasse_(Fressgass´)_60313,Grosse_Bockenheimer_Strasse_(Fressgass´)_60313.jpeg
435,3.6818181818181817,22,Gladenbacher_Weg_60489,Gladenbacher_Weg_60489.jpeg
436,3.8461538461538463,13,Zum_Schaeferkoeppel_60437,Zum_Schaeferkoeppel_60437.jpeg
437,3.736842105263158,19,Schweizer_Platz_60594,Schweizer_Platz_60594.jpeg
438,3.3684210526315788,19,Glaserstrasse_60599,Glaserstrasse_60599.jpeg
439,2.8,20,Schmalkaldener_Strasse_65929,Schmalkaldener_Strasse_65929.jpeg
440,3.8461538461538463,13,Im_Teller_60599,Im_Teller_60599.jpeg
441,3.8333333333333335,12,Ludwig-Reinheimer-Strasse_60439,Ludwig-Reinheimer-Strasse_60439.jpeg
442,1.9375,16,Schmickbruecke_60314,Schmickbruecke_60314.jpeg
443,4.1,10,Birsteiner_Strasse_60386,Birsteiner_Strasse_60386.jpeg
444,2.3636363636363638,11,Nieder_Kirchweg_65934,Nieder_Kirchweg_65934.jpeg
445,4.0,12,Dunckerstrasse_60386,Dunckerstrasse_60386.jpeg
446,3.4375,16,Schoenecker_Strasse_60388,Schoenecker_Strasse_60388.jpeg
447,2.769230769230769,13,Rothschildpark_60323,Rothschildpark_60323.jpeg
448,2.75,16,Auf_dem_Gleichen_65934,Auf_dem_Gleichen_65934.jpeg
449,3.2142857142857144,14,Gagernstrasse_60385,Gagernstrasse_60385.jpeg
450,3.588235294117647,17,Feststrasse_60316,Feststrasse_60316.jpeg
451,3.5555555555555554,18,Hofgartenweg_60389,Hofgartenweg_60389.jpeg
452,3.235294117647059,17,Riedstrasse_60388,Riedstrasse_60388.jpeg
453,2.125,8,Am_Jessenapfel_60435,Am_Jessenapfel_60435.jpeg
454,2.857142857142857,14,Hoffeldstrasse_60599,Hoffeldstrasse_60599.jpeg
455,3.769230769230769,13,Bruehlstrasse_60439,Bruehlstrasse_60439.jpeg
456,3.388888888888889,18,Francstrasse_60320,Francstrasse_60320.jpeg
457,2.076923076923077,13,Westenbergerstrasse_65931,Westenbergerstrasse_65931.jpeg
458,2.2,20,Kalbaecher_Gasse_(Fressgass')_60313,Kalbaecher_Gasse_(Fressgass')_60313.jpeg
459,3.5789473684210527,19,Falltorstrasse_60385,Falltorstrasse_60385.jpeg
460,3.4545454545454546,11,Schaubstrasse_60596,Schaubstrasse_60596.jpeg
461,3.75,8,Georg-Treser-Strasse_60599,Georg-Treser-Strasse_60599.jpeg
462,3.0588235294117645,17,Sulzbacher_Strasse_60326,Sulzbacher_Strasse_60326.jpeg
463,3.235294117647059,17,Annabergstrasse_65931,Annabergstrasse_65931.jpeg
464,3.25,12,Wildunger_Strasse_60487,Wildunger_Strasse_60487.jpeg
465,2.6,10,Grafenstrasse_60433,Grafenstrasse_60433.jpeg
466,3.1875,16,Im_Vogelsgesang_60488,Im_Vogelsgesang_60488.jpeg
467,3.25,8,Horst-Schulmann-Strasse_60314,Horst-Schulmann-Strasse_60314.jpeg
468,3.8461538461538463,13,Klarastrasse_60433,Klarastrasse_60433.jpeg
469,2.8,15,Fuerstenbergerstrasse_60323,Fuerstenbergerstrasse_60323.jpeg
470,3.2222222222222223,9,Oeder_Weg_60318,Oeder_Weg_60318.jpeg
471,2.0,12,Paul-Heyse-Strasse_60431,Paul-Heyse-Strasse_60431.jpeg
472,3.375,16,Stoltzestrasse_60311,Stoltzestrasse_60311.jpeg
473,3.4444444444444446,9,In_der_Au_60489,In_der_Au_60489.jpeg
474,4.055555555555555,18,Melsunger_Strasse_60389,Melsunger_Strasse_60389.jpeg
475,3.2666666666666666,15,Trakehner_Strasse_60487,Trakehner_Strasse_60487.jpeg
476,2.7142857142857144,14,Ammelburgstrasse_60320,Ammelburgstrasse_60320.jpeg
477,3.2,10,Schliemannweg_60435,Schliemannweg_60435.jpeg
478,2.3125,16,Querstrasse_60322,Querstrasse_60322.jpeg
479,3.588235294117647,17,Muensterer_Strasse_60326,Muensterer_Strasse_60326.jpeg
480,3.6363636363636362,11,Scheidswaldstrasse_60385,Scheidswaldstrasse_60385.jpeg
481,3.5714285714285716,14,Konstablerwache_60313,Konstablerwache_60313.jpeg
482,3.1904761904761907,21,Taunustor_60310,Taunustor_60310.jpeg
483,2.1818181818181817,11,Robert-Schnitzer-Strasse_65929,Robert-Schnitzer-Strasse_65929.jpeg
484,4.0,9,Biedenkopfer_Weg_60489,Biedenkopfer_Weg_60489.jpeg
485,1.6153846153846154,13,Scherbiusstrasse_60486,Scherbiusstrasse_60486.jpeg
486,3.6875,16,Goetheplatz_60311,Goetheplatz_60311.jpeg
487,3.0,12,Im_Woerth_60433,Im_Woerth_60433.jpeg
488,2.533333333333333,15,Haeuser_Gasse_60487,Haeuser_Gasse_60487.jpeg
489,3.2,20,Darmstaedter_Landstrasse_60594,Darmstaedter_Landstrasse_60594.jpeg
490,1.5454545454545454,11,Kurfuerstenplatz_60486,Kurfuerstenplatz_60486.jpeg
491,2.736842105263158,19,Unter_den_Buchen_60596,Unter_den_Buchen_60596.jpeg
492,3.2222222222222223,18,Rossbachstrasse_60488,Rossbachstrasse_60488.jpeg
493,2.95,20,Adam-Opel-Strasse_60386,Adam-Opel-Strasse_60386.jpeg
494,3.9285714285714284,14,Am_Muehlgarten_60431,Am_Muehlgarten_60431.jpeg
495,3.857142857142857,14,Eltviller_Strasse_65936,Eltviller_Strasse_65936.jpeg
496,3.411764705882353,17,Sudermannstrasse_60431,Sudermannstrasse_60431.jpeg
497,1.9166666666666667,12,Carl-Benz-Strasse_60314,Carl-Benz-Strasse_60314.jpeg
498,3.4545454545454546,11,Philippsruher_Strasse_60314,Philippsruher_Strasse_60314.jpeg
499,3.125,8,An_der_Pfarrwiese_60437,An_der_Pfarrwiese_60437.jpeg
500,3.357142857142857,14,Leo-Gans-Strasse_60386,Leo-Gans-Strasse_60386.jpeg
501,3.25,16,Eckenheimer_Landstrasse_60435,Eckenheimer_Landstrasse_60435.jpeg
502,2.9444444444444446,18,Riedbergplatz_60438,Riedbergplatz_60438.jpeg
503,3.4,10,Kransberger_Weg_60439,Kransberger_Weg_60439.jpeg
504,3.1578947368421053,19,Fleischergasse_60487,Fleischergasse_60487.jpeg
505,3.0588235294117645,17,Elbinger_Strasse_60487,Elbinger_Strasse_60487.jpeg
506,3.142857142857143,14,Merziger_Weg_60529,Merziger_Weg_60529.jpeg
507,2.5714285714285716,14,Muthesiusweg_60488,Muthesiusweg_60488.jpeg
508,3.7333333333333334,15,Am_Alten_Volkshaus_60386,Am_Alten_Volkshaus_60386.jpeg
509,2.0476190476190474,21,Voltenseestrasse_60388,Voltenseestrasse_60388.jpeg
510,3.8333333333333335,12,Grosse_Eschenheimer_Strasse_60313,Grosse_Eschenheimer_Strasse_60313.jpeg
511,2.3529411764705883,17,Alt-Kalbach_60437,Alt-Kalbach_60437.jpeg
512,3.6666666666666665,12,Eichwaldstrasse_60389,Eichwaldstrasse_60389.jpeg
513,3.3,20,Kurfuerstenstrasse_60486,Kurfuerstenstrasse_60486.jpeg
514,1.5,10,François-Mitterrand-Platz_60329,François-Mitterrand-Platz_60329.jpeg
515,3.857142857142857,21,Niederurseler_Landstrasse_60439,Niederurseler_Landstrasse_60439.jpeg
516,3.4166666666666665,12,Oberweg_60318,Oberweg_60318.jpeg
517,3.4545454545454546,11,Juchostrasse_60385,Juchostrasse_60385.jpeg
518,4.2,20,Wolfshohl_60437,Wolfshohl_60437.jpeg
519,2.142857142857143,14,Mahraeckerstrasse_60431,Mahraeckerstrasse_60431.jpeg
520,2.9444444444444446,18,Martin-Luther-Strasse_60389,Martin-Luther-Strasse_60389.jpeg
521,2.7058823529411766,17,Emser_Bruecke_60486,Emser_Bruecke_60486.jpeg
522,3.0625,16,Heinz-Saalig-Weg_60386,Heinz-Saalig-Weg_60386.jpeg
523,3.5789473684210527,19,Feldbergstrasse_60323,Feldbergstrasse_60323.jpeg
524,2.4444444444444446,18,Laenderweg_60599,Laenderweg_60599.jpeg
525,3.5454545454545454,11,Martin-Henrich-Anlage_60529,Martin-Henrich-Anlage_60529.jpeg
526,3.5789473684210527,19,Mittelseestrasse_60386,Mittelseestrasse_60386.jpeg
527,3.6,10,Paul-Ehrlich-Strasse_60596,Paul-Ehrlich-Strasse_60596.jpeg
528,2.65,20,Augrabenweg_65929,Augrabenweg_65929.jpeg
529,1.6428571428571428,14,Gerstweg_60528,Gerstweg_60528.jpeg
530,2.3076923076923075,13,Carl-Benz-Strasse_60386,Carl-Benz-Strasse_60386.jpeg
531,3.5,18,Max-Reger-Strasse_60598,Max-Reger-Strasse_60598.jpeg
532,2.5555555555555554,9,Alt-Nied_65934,Alt-Nied_65934.jpeg
533,4.0,17,Frankensteiner_Strasse_60594,Frankensteiner_Strasse_60594.jpeg
534,3.076923076923077,13,Goetheplatz_60313,Goetheplatz_60313.jpeg
535,3.9375,16,Koselstrasse_60318,Koselstrasse_60318.jpeg
536,2.35,20,Schwanheimer_Bruecke_65934,Schwanheimer_Bruecke_65934.jpeg
537,3.4375,16,Heinrich-Roessler-Strasse_60433,Heinrich-Roessler-Strasse_60433.jpeg
538,2.8947368421052633,19,Kastellstrasse_60439,Kastellstrasse_60439.jpeg
539,3.6923076923076925,13,Gemuendener_Strasse_60599,Gemuendener_Strasse_60599.jpeg
540,3.142857142857143,14,Kronthaler_Strasse_60326,Kronthaler_Strasse_60326.jpeg
541,3.4285714285714284,14,Auf_dem_Muehlberg_60599,Auf_dem_Muehlberg_60599.jpeg
542,2.5625,16,Musikantenweg_60316,Musikantenweg_60316.jpeg
543,2.0952380952380953,21,Kilianstaedter_Strasse_60386,Kilianstaedter_Strasse_60386.jpeg
544,3.2857142857142856,7,Zum_Pfarrturm_60311,Zum_Pfarrturm_60311.jpeg
545,3.25,12,Heinrich-Limpert-Weg_60599,Heinrich-Limpert-Weg_60599.jpeg
546,3.0,14,Mithrasstrasse_60439,Mithrasstrasse_60439.jpeg
547,3.727272727272727,11,Blankenburger_Weg_65931,Blankenburger_Weg_65931.jpeg
548,2.3157894736842106,19,Lyoner_Strasse_60528,Lyoner_Strasse_60528.jpeg
549,3.9444444444444446,18,Robert-Mayer-Strasse_60325,Robert-Mayer-Strasse_60325.jpeg
550,3.2857142857142856,7,Elbestrasse_60329,Elbestrasse_60329.jpeg
551,3.25,16,Barckhausstrasse_60325,Barckhausstrasse_60325.jpeg
552,4.176470588235294,17,Autogenstrasse_65933,Autogenstrasse_65933.jpeg
553,3.5,14,Kranichsteiner_Strasse_60598,Kranichsteiner_Strasse_60598.jpeg
554,2.9,30,Brossstrasse_60487,Brossstrasse_60487.jpeg
555,3.6153846153846154,13,Zeilweg_60439,Zeilweg_60439.jpeg
556,3.888888888888889,9,Waidmannstrasse_60596,Waidmannstrasse_60596.jpeg
557,4.0,10,Am_Weimarfloss_60431,Am_Weimarfloss_60431.jpeg
558,3.9523809523809526,21,Breitlacherstrasse_60489,Breitlacherstrasse_60489.jpeg
559,3.5714285714285716,7,An_den_Weiden_60433,An_den_Weiden_60433.jpeg
560,3.3125,16,Kaulbachstrasse_60594,Kaulbachstrasse_60594.jpeg
561,2.1538461538461537,13,Birkholzweg_60433,Birkholzweg_60433.jpeg
562,3.263157894736842,19,Wildenbruchstrasse_60431,Wildenbruchstrasse_60431.jpeg
563,3.4615384615384617,13,Im_Ziegelfeld_65934,Im_Ziegelfeld_65934.jpeg
564,2.8666666666666667,15,Nell-Breuning-Strasse_60596,Nell-Breuning-Strasse_60596.jpeg
565,3.238095238095238,21,Friedberger_Platz_60316,Friedberger_Platz_60316.jpeg
566,3.3333333333333335,12,Moselstrasse_60329,Moselstrasse_60329.jpeg
567,3.3636363636363638,11,ueber_der_Heiern_60437,ueber_der_Heiern_60437.jpeg
568,3.727272727272727,11,Eschenbachstrasse_60596,Eschenbachstrasse_60596.jpeg
569,2.727272727272727,11,Ludwig-Tieck-Strasse_60431,Ludwig-Tieck-Strasse_60431.jpeg
570,2.3,10,Poststrasse_60329,Poststrasse_60329.jpeg
571,2.823529411764706,17,Hammarskjoeldring_60439,Hammarskjoeldring_60439.jpeg
572,2.0,15,Lahnstrasse_60326,Lahnstrasse_60326.jpeg
573,2.7777777777777777,9,Strasse_zur_Internationalen_Schule_65931,Strasse_zur_Internationalen_Schule_65931.jpeg
574,3.3333333333333335,18,Am_Graben_60529,Am_Graben_60529.jpeg
575,3.4375,16,Mark-Aurel-Strasse_60439,Mark-Aurel-Strasse_60439.jpeg
576,2.6,10,An_der_Rotterdamer_Werft_60327,An_der_Rotterdamer_Werft_60327.jpeg
577,3.473684210526316,19,Alpenroder_Strasse_65936,Alpenroder_Strasse_65936.jpeg
578,2.909090909090909,11,Eckenheimer_Schulstrasse_60435,Eckenheimer_Schulstrasse_60435.jpeg
579,3.0833333333333335,12,Lerchesbergring_60598,Lerchesbergring_60598.jpeg
580,3.4,15,Speckgasse_60599,Speckgasse_60599.jpeg
581,3.2857142857142856,14,Lorsbacher_Strasse_60326,Lorsbacher_Strasse_60326.jpeg
582,2.7333333333333334,15,Osthafenbruecke_60599,Osthafenbruecke_60599.jpeg
583,3.6,15,In_der_Kruemm_65934,In_der_Kruemm_65934.jpeg
584,3.076923076923077,13,Johann-Klotz-Strasse_60528,Johann-Klotz-Strasse_60528.jpeg
585,1.8333333333333333,12,Cohausenstrasse_60439,Cohausenstrasse_60439.jpeg
586,3.3125,16,Westhafenplatz_60327,Westhafenplatz_60327.jpeg
587,2.8823529411764706,17,Am_Lindenbaum_60433,Am_Lindenbaum_60433.jpeg
588,3.6153846153846154,13,Junghofstrasse_60315,Junghofstrasse_60315.jpeg
589,3.473684210526316,19,Luzernenweg_60433,Luzernenweg_60433.jpeg
590,3.8947368421052633,19,Im_Heimgarten_60389,Im_Heimgarten_60389.jpeg
591,3.6,15,Hessenplatz_60487,Hessenplatz_60487.jpeg
592,3.0,13,Bleiweissstrasse_60599,Bleiweissstrasse_60599.jpeg
593,3.2222222222222223,9,Fahrgasse_60311,Fahrgasse_60311.jpeg
594,3.0,13,Niederbornstrasse_60435,Niederbornstrasse_60435.jpeg
595,3.1818181818181817,11,Im_Winkel_60388,Im_Winkel_60388.jpeg
596,2.533333333333333,15,An_der_Oberpforte_60388,An_der_Oberpforte_60388.jpeg
597,3.5,14,Haingasse_60388,Haingasse_60388.jpeg
598,3.6363636363636362,11,Leonhardskirchhof_60311,Leonhardskirchhof_60311.jpeg
599,3.533333333333333,15,Vogtstrasse_60322,Vogtstrasse_60322.jpeg
600,3.4545454545454546,11,Greifstrasse_60486,Greifstrasse_60486.jpeg
601,3.25,12,Schoenstrasse_60327,Schoenstrasse_60327.jpeg
602,3.1538461538461537,13,An_der_Dammheide_60486,An_der_Dammheide_60486.jpeg
603,3.888888888888889,9,Hans-Burggraf-Anlage_60431,Hans-Burggraf-Anlage_60431.jpeg
604,4.052631578947368,19,Schmittener_Strasse_60489,Schmittener_Strasse_60489.jpeg
605,4.0,12,Klimsch-Anlage_60320,Klimsch-Anlage_60320.jpeg
606,3.3636363636363638,11,Enge_Gasse_60433,Enge_Gasse_60433.jpeg
607,2.9285714285714284,14,Unter_den_Eschen_60596,Unter_den_Eschen_60596.jpeg
608,3.5625,16,Hedderichstrasse_60594,Hedderichstrasse_60594.jpeg
609,3.1818181818181817,11,Apoldaer_Weg_65931,Apoldaer_Weg_65931.jpeg
610,3.090909090909091,11,Duesseldorfer_Strasse_60329,Duesseldorfer_Strasse_60329.jpeg
611,3.6,20,Neuer_Weg_60388,Neuer_Weg_60388.jpeg
612,3.1052631578947367,19,Woerbachstrasse_60439,Woerbachstrasse_60439.jpeg
613,3.4375,16,Klueberstrasse_60325,Klueberstrasse_60325.jpeg
614,4.0625,16,Karoline-Veith-Strasse_60486,Karoline-Veith-Strasse_60486.jpeg
615,2.823529411764706,17,An_der_Steinmuehle_65934,An_der_Steinmuehle_65934.jpeg
616,3.9285714285714284,14,Allerheiligentor_60311,Allerheiligentor_60311.jpeg
617,3.75,12,Hochfeldstrasse_60437,Hochfeldstrasse_60437.jpeg
618,3.4545454545454546,22,Werner-Bockelmann-Strasse_65934,Werner-Bockelmann-Strasse_65934.jpeg
619,3.7,10,Rumpenheimer_Strasse_60388,Rumpenheimer_Strasse_60388.jpeg
620,3.5,14,Stefan-Zweig-Strasse_60431,Stefan-Zweig-Strasse_60431.jpeg
621,4.0,13,Oberfeldstrasse_60439,Oberfeldstrasse_60439.jpeg
622,3.6666666666666665,15,Clementineweg_60385,Clementineweg_60385.jpeg
623,2.6875,16,Weckmarkt_60311,Weckmarkt_60311.jpeg
624,3.263157894736842,19,Ginnheimer_Hohl_60431,Ginnheimer_Hohl_60431.jpeg
625,2.2857142857142856,7,Strasse_der_Nationen_60327,Strasse_der_Nationen_60327.jpeg
626,3.1666666666666665,12,An_der_Wildhube_60529,An_der_Wildhube_60529.jpeg
627,2.8095238095238093,21,Karl-von-Drais-Strasse_60435,Karl-von-Drais-Strasse_60435.jpeg
628,3.411764705882353,17,Kleinschmidtstrasse_60431,Kleinschmidtstrasse_60431.jpeg
629,3.2,15,An_der_Faehre_65933,An_der_Faehre_65933.jpeg
630,3.076923076923077,13,Karl-Schueler-Weg_65929,Karl-Schueler-Weg_65929.jpeg
631,4.25,12,Im_Nardholz_60433,Im_Nardholz_60433.jpeg
632,2.142857142857143,14,Fritschengaesschen_60594,Fritschengaesschen_60594.jpeg
633,3.0,16,Fleckenbuehlstrasse_60437,Fleckenbuehlstrasse_60437.jpeg
634,2.8333333333333335,6,Roentgenstrasse_60388,Roentgenstrasse_60388.jpeg
